,0
0,32.3187414500684
1,32.3187414500684
2,32.3187414500684
3,38.67989056087551
4,38.81668946648427
5,39.67168262653899
6,39.87688098495212
7,40.8686730506156
8,41.24487004103967
9,39.60328317373461
10,41.484268125854996
11,40.21887824897401
12,41.41586867305062
13,41.552667578659374
14,41.484268125854996
15,41.99726402188782
16,40.93707250341997
17,42.0656634746922
18,41.484268125854996
19,40.45827633378933
20,43.775649794801645
21,41.89466484268126
22,42.339261285909714
23,43.80984952120383
24,44.90424076607387
25,45.041039671682626
26,43.775649794801645
27,45.998632010943915
28,44.87004103967168
29,46.306429548563614
30,46.477428180574556
31,47.36662106703147
32,43.467852257181946
33,47.60601915184679
34,47.571819425444595
35,38.372093023255815
36,46.27222982216142
37,46.20383036935704
38,47.84541723666211
39,45.896032831737344
40,50.0
41,48.97400820793434
42,50.102599179206564
43,49.72640218878249
44,48.700410396716826
45,49.11080711354309
46,50.71819425444596
47,50.47879616963064
48,51.70998632010944
49,53.214774281805745
50,51.880984952120386
51,47.811217510259915
52,53.41997264021888
53,53.62517099863201
54,54.06976744186046
55,52.428180574555405
56,56.05335157318741
57,55.88235294117647
58,50.23939808481532
59,52.906976744186046
60,50.88919288645691
61,53.6593707250342
62,55.06155950752394
63,58.34473324213406
64,52.735978112175104
65,57.729138166894664
66,58.207934336525305
67,58.378932968536255
68,61.01231190150479
69,59.50752393980848
70,58.17373461012312
71,62.175102599179205
72,59.57592339261286
73,59.19972640218878
74,62.722298221614224
75,61.66210670314638
76,61.01231190150479
77,53.214774281805745
78,58.96032831737346
79,60.70451436388509
80,59.4391244870041
81,61.73050615595075
82,62.24350205198358
83,62.07250341997264
84,59.84952120383037
85,60.430916552667576
86,58.10533515731874
87,66.484268125855
88,62.722298221614224
89,57.113543091655266
90,63.98768809849521
91,59.98632010943913
92,63.7140902872777
93,68.12585499316006
94,59.4391244870041
95,67.47606019151847
96,68.98084815321478
97,63.7140902872777
98,69.01504787961696
99,65.62927496580028
100,68.74145006839946
101,70.55403556771546
102,66.07387140902873
103,66.55266757865937
104,58.10533515731874
105,65.11627906976744
106,68.39945280437756
107,71.0670314637483
108,63.98768809849521
109,70.69083447332422
110,73.63201094391245
111,69.4938440492476
112,69.8358413132695
113,71.0670314637483
114,70.07523939808482
115,72.46922024623802
116,67.9890560875513
117,71.40902872777018
118,68.67305061559507
119,67.51025991792066
120,70.24623803009575
121,71.47742818057455
122,74.00820793433653
123,66.89466484268125
124,68.53625170998632
125,74.24760601915185
126,75.0
127,71.13543091655266
128,74.89740082079344
129,73.1532147742818
130,77.83857729138167
131,76.70998632010944
132,79.5485636114911
133,59.1313269493844
134,72.50341997264022
135,77.80437756497948
136,77.35978112175103
137,74.86320109439124
138,79.89056087551299
139,79.48016415868673
140,75.44459644322845
141,80.84815321477429
142,70.31463748290014
143,64.15868673050616
144,76.812585499316
145,76.29958960328317
146,79.5485636114911
147,76.88098495212039
148,78.62517099863202
149,81.46374829001368
150,76.77838577291382
151,77.35978112175103
152,79.13816689466485
153,78.24897400820794
154,81.22435020519836
155,75.51299589603283
156,82.07934336525308
157,81.60054719562244
158,61.35430916552668
159,78.31737346101231
160,83.37893296853625
161,83.31053351573188
162,79.89056087551299
163,72.81121751025992
164,81.94254445964432
165,79.89056087551299
166,70.34883720930233
167,82.76333789329685
168,82.21614227086184
169,82.04514363885089
170,76.88098495212039
171,76.91518467852258
172,78.48837209302326
173,79.68536251709986
174,77.63337893296854
175,82.18194254445964
176,83.75512995896032
177,87.4829001367989
178,82.11354309165527
179,82.45554035567716
180,83.72093023255815
181,86.96990424076607
182,84.37072503419972
183,86.2859097127223
184,73.7688098495212
185,85.7045143638851
186,84.78112175102599
187,87.24350205198358
188,80.57455540355677
189,86.38850889192886
190,85.56771545827634
191,84.71272229822162
192,85.32831737346102
193,89.84268125854993
194,89.53488372093024
195,82.3529411764706
196,87.03830369357046
197,70.75923392612859
198,81.94254445964432
199,86.66210670314638
200,88.6798905608755
201,87.00410396716826
202,87.10670314637483
203,87.41450068399453
204,78.9671682626539
205,85.87551299589603
206,85.53351573187415
207,90.35567715458276
208,89.80848153214774
209,85.12311901504788
210,87.31190150478797
211,85.56771545827634
212,85.39671682626539
213,89.26128590971273
214,93.57045143638851
215,88.26949384404925
216,87.10670314637483
217,73.87140902872777
218,86.62790697674419
219,79.00136798905609
220,91.41586867305061
221,92.6470588235294
222,86.3201094391245
223,83.99452804377565
224,89.19288645690834
225,86.01231190150479
226,94.08344733242134
227,85.7045143638851
228,84.30232558139535
229,94.25444596443228
230,84.64432284541724
231,90.93707250341997
232,93.05745554035568
233,92.47606019151847
234,95.17783857729138
235,93.9124487004104
236,92.88645690834473
237,86.3201094391245
238,93.46785225718195
239,86.9015047879617
240,89.56908344733242
241,82.38714090287277
242,84.26812585499316
243,88.0984952120383
244,95.99863201094391
245,92.78385772913816
246,82.38714090287277
247,95.62243502051983
248,92.3734610123119
249,90.11627906976744
250,95.89603283173734
251,94.87004103967168
252,84.84952120383036
253,87.89329685362517
254,96.71682626538988
255,96.0328317373461
256,94.73324213406293
257,94.59644322845418
258,94.93844049247606
259,81.22435020519836
260,94.08344733242134
261,96.37482900136798
262,97.64021887824897
263,79.82216142270862
264,95.72503419972641
265,97.36662106703146
266,92.78385772913816
267,96.30642954856361
268,89.3296853625171
269,94.56224350205198
270,98.49521203830369
271,93.84404924760602
272,97.09302325581395
273,97.98221614227086
274,93.50205198358414
275,97.94801641586868
276,95.69083447332422
277,95.31463748290014
278,95.4172366621067
279,97.02462380300958
280,98.39261285909713
281,91.82626538987688
282,96.51162790697674
283,96.37482900136798
284,76.91518467852258
285,93.63885088919288
286,96.30642954856361
287,97.8796169630643
288,98.187414500684
289,97.70861833105336
290,93.67305061559507
291,98.59781121751026
292,98.83720930232558
293,99.21340629274965
294,99.31600547195623
295,97.36662106703146
296,98.4610123119015
297,99.00820793433653
298,90.90287277701779
299,92.57865937072503
300,97.43502051983585
301,99.31600547195623
302,97.05882352941177
303,97.81121751025992
304,86.52530779753762
305,97.67441860465117
306,97.74281805745554
307,98.25581395348837
308,99.11080711354309
309,97.8454172366621
310,95.79343365253078
311,90.62927496580028
312,97.91381668946649
313,98.7688098495212
314,68.296853625171
315,97.29822161422709
316,98.08481532147742
317,99.11080711354309
318,99.48700410396717
319,99.48700410396717
320,94.15184678522571
321,98.4610123119015
322,98.8030095759234
323,96.23803009575923
324,99.14500683994528
325,99.58960328317373
326,99.62380300957592
327,99.65800273597812
328,99.52120383036936
329,98.56361149110808
330,99.82900136798905
331,99.52120383036936
332,99.00820793433653
333,99.93160054719563
334,98.1532147742818
335,99.76060191518468
336,98.11901504787961
337,94.15184678522571
338,97.8454172366621
339,83.20793433652531
340,90.11627906976744
341,91.92886456908344
342,85.94391244870042
343,91.10807113543092
344,95.65663474692202
345,96.99042407660738
346,95.17783857729138
347,99.55540355677155
348,99.79480164158687
349,99.72640218878249
350,99.82900136798905
351,99.65800273597812
352,99.6922024623803
353,98.63201094391245
354,99.76060191518468
355,99.93160054719563
356,99.89740082079344
357,99.24760601915185
358,99.76060191518468
359,99.86320109439124
360,99.58960328317373
361,99.93160054719563
362,99.86320109439124
363,99.82900136798905
364,99.86320109439124
365,99.17920656634747
366,99.89740082079344
367,99.76060191518468
368,99.86320109439124
369,99.65800273597812
370,99.76060191518468
371,99.79480164158687
372,99.04240766073872
373,99.93160054719563
374,99.89740082079344
375,99.62380300957592
376,99.93160054719563
377,99.93160054719563
378,99.89740082079344
379,99.89740082079344
380,99.6922024623803
381,99.72640218878249
382,99.82900136798905
383,99.76060191518468
384,99.62380300957592
385,99.89740082079344
386,99.89740082079344
387,99.89740082079344
388,100.0
389,99.93160054719563
390,99.93160054719563
391,99.89740082079344
392,99.93160054719563
393,99.96580027359781
394,99.93160054719563
395,99.96580027359781
396,98.7688098495212
397,99.96580027359781
398,99.93160054719563
399,99.82900136798905
400,99.86320109439124
401,99.93160054719563
402,99.96580027359781
403,99.93160054719563
404,99.93160054719563
405,99.96580027359781
406,99.93160054719563
407,99.96580027359781
408,99.96580027359781
409,99.76060191518468
