,0
0,2.2920792627334596
1,2.076940143108368
2,1.8015687942504883
3,1.7475753402709961
4,1.7919668102264403
5,1.7801318502426147
6,1.7259930539131165
7,1.7368671202659607
8,1.767464668750763
9,1.803480348587036
10,1.749616379737854
11,1.8012934136390686
12,1.7609673976898192
13,1.73527738571167
14,1.7708885097503662
15,1.694366421699524
16,1.8102992248535157
17,1.782499840259552
18,1.79522212266922
19,1.741474072933197
20,1.7301710605621339
21,1.766857213973999
22,1.8009594750404359
23,1.7513289141654969
24,1.7816056776046754
25,1.7657563972473145
26,1.7890047955513
27,1.767606315612793
28,1.719502205848694
29,1.747302668094635
30,1.7614190101623535
31,1.7235874509811402
32,1.7780893063545227
33,1.7148141527175904
34,1.788516173362732
35,1.7525946998596191
36,1.7514958953857422
37,1.7179276371002197
38,1.741976149082184
39,1.7849795174598695
40,1.7979853916168214
41,1.8079003524780273
42,1.7232463908195497
43,1.695240499973297
44,1.635959997177124
45,1.7165923190116883
46,1.696182997226715
47,1.6908777713775636
48,1.7271293187141419
49,1.6889326906204223
50,1.7374591851234436
51,1.6724361872673035
52,1.6893637299537658
53,1.6902760863304138
54,1.697572090625763
55,1.638509793281555
56,1.688684537410736
57,1.7033637905120849
58,1.7030162715911865
59,1.6273695087432862
60,1.7018876814842223
61,1.6360566353797912
62,1.681369836330414
63,1.637681565284729
64,1.6439590620994569
65,1.6203328347206116
66,1.6352726912498474
67,1.700055229663849
68,1.5792646193504334
69,1.6146500205993652
70,1.6349731373786927
71,1.5952913355827332
72,1.5477319312095643
73,1.6021764612197875
74,1.6411579847335815
75,1.6067227339744568
76,1.636568202972412
77,1.5707846093177795
78,1.546269292831421
79,1.6403263998031616
80,1.6548146033287048
81,1.627630170583725
82,1.5659590911865235
83,1.5408995795249938
84,1.5847145199775696
85,1.5797350955009462
86,1.5802483749389649
87,1.5962221932411194
88,1.5331516456604004
89,1.5841012978553772
90,1.5949828910827637
91,1.5931825971603393
92,1.5270987498760222
93,1.5328709483146667
94,1.5316101336479186
95,1.55517968416214
96,1.5648323154449464
97,1.5814961767196656
98,1.5561449909210205
99,1.5716194224357605
100,1.4980400395393372
101,1.5328260278701782
102,1.5238133621215821
103,1.5533912837505341
104,1.5896580529212951
105,1.512811131477356
106,1.5895200610160827
107,1.500097289085388
108,1.5649270606040955
109,1.4628265476226807
110,1.4795721185207367
111,1.5150171446800231
112,1.5166417694091796
113,1.617517533302307
114,1.5052923798561095
115,1.500195393562317
116,1.5436441564559937
117,1.4764961647987365
118,1.4954922461509705
119,1.4992777442932128
120,1.4543431735038757
121,1.4646270763874054
122,1.5308911728858947
123,1.5692576348781586
124,1.5085204327106476
125,1.5153139519691468
126,1.4372084307670594
127,1.575579264163971
128,1.4722057950496674
129,1.5406967449188231
130,1.4547831451892852
131,1.4329878556728364
132,1.5195735216140747
133,1.5568248212337494
134,1.477117247581482
135,1.5246842002868652
136,1.4624233639240265
137,1.4613786149024963
138,1.5053446102142334
139,1.4970044696331024
140,1.4940968072414398
141,1.4527002263069153
142,1.4807286357879639
143,1.4079017913341523
144,1.4652129876613618
145,1.4824759721755982
146,1.435826185941696
147,1.4671110916137695
148,1.4825867009162903
149,1.475105149745941
150,1.4325104677677154
151,1.4434812188148498
152,1.4481609666347504
153,1.4169125199317931
154,1.5311999440193176
155,1.4396391665935517
156,1.4414402866363525
157,1.450251054763794
158,1.4262506556510925
159,1.4536649596691131
160,1.3701268887519837
161,1.4230244278907775
162,1.4583543264865875
163,1.5243016350269318
164,1.527772808074951
165,1.500509696006775
166,1.5267898952960968
167,1.3890165138244628
168,1.4111894476413727
169,1.4204273450374603
170,1.473634946346283
171,1.4345436656475068
172,1.4312227737903596
173,1.430088094472885
174,1.4771539652347565
175,1.4087227261066437
176,1.4689078402519227
177,1.4577752733230591
178,1.4312035167217254
179,1.4955397152900696
180,1.4464633655548096
181,1.4792658615112304
182,1.4369631564617158
183,1.4553481042385101
184,1.3973161792755127
185,1.452982325553894
186,1.4486889696121217
187,1.4563665306568145
188,1.4836062932014464
189,1.3570466148853302
190,1.4385703253746032
191,1.39475274682045
192,1.3622788381576538
193,1.4240047466754913
194,1.4629229664802552
195,1.3995701622962953
196,1.4016795063018799
197,1.3751068818569183
198,1.3934975707530974
199,1.468336226940155
200,1.4218575215339662
201,1.460612485408783
202,1.3944164490699769
203,1.33883256316185
204,1.4140421915054322
205,1.419841616153717
206,1.408267185688019
207,1.4490116727352143
208,1.4177732503414153
209,1.3393259394168853
210,1.382878190279007
211,1.3904215943813325
212,1.4617546105384827
213,1.3201667630672456
214,1.478572384119034
215,1.3994989681243897
216,1.3828475296497345
217,1.3946691727638245
218,1.378058418035507
219,1.4106072354316712
220,1.4067773127555847
221,1.3668304324150085
222,1.3844627606868745
223,1.3931254184246062
224,1.3067969262599946
225,1.3366431772708893
226,1.4127314138412475
227,1.395422260761261
228,1.345416796207428
229,1.4323851442337037
230,1.2882111072540283
231,1.4113598692417144
232,1.4371051692962646
233,1.3410223472118377
234,1.4503023576736451
235,1.3643464612960816
236,1.3910089659690856
237,1.3531380009651184
238,1.4560463058948516
239,1.287566946744919
240,1.3203716313838958
241,1.3184072554111481
242,1.4423806023597718
243,1.3907596909999846
244,1.348362023830414
245,1.4053658068180084
246,1.2458796751499177
247,1.39474848985672
248,1.3921321535110474
249,1.4266096210479737
250,1.3439313352108002
251,1.3895507669448852
252,1.408077347278595
253,1.3518984818458557
254,1.2964663100242615
255,1.4259387493133544
256,1.368286256790161
257,1.3617510247230529
258,1.3447570848464965
259,1.3844524013996125
260,1.3312855541706086
261,1.3842118871212006
262,1.3278909480571748
263,1.3009461998939513
264,1.3925252866744995
265,1.35218798995018
266,1.340971907377243
267,1.244880120754242
268,1.3999176824092865
269,1.3377562642097474
270,1.2772052347660066
271,1.3235585725307464
272,1.334781985282898
273,1.3871999514102935
274,1.3384782040119172
275,1.391659996509552
276,1.3203213000297547
277,1.3689680945873262
278,1.3671111762523651
279,1.3374295389652253
280,1.3149111080169678
281,1.3744843697547913
282,1.259791522026062
283,1.2720103323459626
284,1.377014708518982
285,1.3489510142803192
286,1.2479607141017914
287,1.3576525127887726
288,1.3673659873008728
289,1.3479737842082977
290,1.2942356669902801
291,1.3872381818294526
292,1.254574339389801
293,1.3472011113166809
294,1.3563524293899536
295,1.2522097790241242
296,1.3598485851287843
297,1.3762073814868927
298,1.2827781569957732
299,1.3199419808387756
300,1.2947501707077027
301,1.3856727075576782
302,1.2874715852737426
303,1.2699115478992462
304,1.297974820137024
305,1.2907549905776978
306,1.3648080682754518
307,1.305275378227234
308,1.2511125481128693
309,1.260742918252945
310,1.3977833318710327
311,1.3075009620189666
312,1.273767385482788
313,1.2630614686012267
314,1.273524124622345
315,1.3230238831043244
316,1.3432798790931701
317,1.2783802902698518
318,1.277931135892868
319,1.295422421693802
320,1.2496677041053772
321,1.328713607788086
322,1.3329750168323518
323,1.2947422349452973
324,1.2280422163009643
325,1.2376397144794464
326,1.2804269516468048
327,1.2796216988563538
328,1.277225970029831
329,1.3170672118663789
330,1.2034112656116485
331,1.3154028642177582
332,1.2495125651359558
333,1.3113589310646057
334,1.2975223028659821
335,1.257632645368576
336,1.3114593017101288
337,1.294230420589447
338,1.3390564405918122
339,1.2896804893016816
340,1.2639867281913757
341,1.2513939940929413
342,1.286987042427063
343,1.2714286303520204
344,1.2933013832569122
345,1.248795019388199
346,1.227765942811966
347,1.3420104157924653
348,1.2955826342105865
349,1.2750135326385499
350,1.2970898747444153
351,1.2603244733810426
352,1.3107237482070924
353,1.2752082240581513
354,1.2275762915611268
355,1.2954730129241943
356,1.2126834034919738
357,1.3054063105583191
358,1.2621824824810028
359,1.2716018211841584
360,1.2545503497123718
361,1.2877905511856078
362,1.1389797723293305
363,1.3048334407806397
364,1.271421376466751
365,1.2370316565036774
366,1.1861098396778107
367,1.2466268420219422
368,1.2583452332019807
369,1.3139102864265442
370,1.2416453635692597
371,1.3092559266090393
372,1.1601016461849212
373,1.2540611910820008
374,1.2453483688831328
375,1.2166619026660919
376,1.296209726333618
377,1.2258777487277985
378,1.246368807554245
379,1.2988950753211974
380,1.2043144500255585
381,1.1633814215660094
382,1.2852861821651458
383,1.2610717844963073
384,1.2741085994243622
385,1.2090673518180848
386,1.2058228933811188
387,1.2827596580982208
388,1.2541771996021271
389,1.219961829185486
390,1.2301424729824066
391,1.2181801891326904
392,1.2387677371501922
393,1.2371558582782745
394,1.177453236579895
395,1.2456368541717528
396,1.1902492356300354
397,1.1885803127288819
398,1.2632659029960633
399,1.212019488811493
400,1.2303175139427185
401,1.2622733569145204
402,1.1715069460868834
403,1.2035545337200164
404,1.2402144801616668
405,1.2226620590686799
406,1.2780932235717772
